Player,Nation,Pos,Squad,Comp,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att2,Launch%3,AvgLen4,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,MP,Starts,Min,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,Pkatt,PKsv,PKm,Save%2,Gls,Ast,G+A,G-PK,PK,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls2,Ast3,G+A4,G-PK5,G+A-PK,xG6,xAG7,xG+xAG,npxG8,npxG+xAG9
Álex Remiro,ESP,GK,Real Sociedad,La Liga,28,1995,36.4,36,5,0,5,1,37.9,0.26,2.9,0.08,182,440,41.4,1090,111,30.6,32,163,65.6,50.9,383,18,4.7,54,1.48,16.9,37,37,3275,0.99,130,94,76.2,16,12,9,15,40.5,6,1,0,16.7,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Guillaume Restes,FRA,GK,Toulouse,Ligue 1,18,2005,34,46,4,2,6,0,45.3,0.3,-0.7,-0.02,92,285,32.3,702,93,27.4,29.3,193,48.2,38.9,490,7,1.4,16,0.47,10.7,34,34,3060,1.35,139,93,69.8,11,10,13,6,17.6,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manuel Riemann,GER,GK,Bochum,Bundesliga,34,1988,33,70,9,0,9,3,59.6,0.27,-7.4,-0.22,430,1041,41.3,1498,89,61,42.5,208,61.1,46.9,510,35,6.9,104,3.15,19.8,33,33,2970,2.12,185,116,67,7,12,14,4,12.1,11,2,0,18.2,0,0,0,0,0,5,0,0,0,0.2,0.2,0,19,0,0,0,0,0,0,0,0.01,0.01,0,0.01
Rémy Riou,FRA,GK,Lyon,Ligue 1,35,1987,3,6,0,1,0,0,4.7,0.33,-1.3,-0.44,5,24,20.8,81,13,16,26.1,23,47.8,39,32,3,9.4,3,1,13.4,3,3,270,2,14,8,57.1,0,1,2,1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Francesco Rossi,ITA,GK,Atalanta,Serie A,32,1991,0.1,0,0,0,0,0,0.8,0.75,0.8,13.52,0,1,0,1,1,0,14,1,100,67,2,0,0,0,0,0,1,0,5,0,1,1,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frederik Rønnow,DEN,GK,Union Berlin,Bundesliga,30,1992,33,56,5,2,7,1,51.7,0.28,-3.3,-0.1,198,525,37.7,1096,174,35.2,33.6,218,63.8,47.4,539,54,10,37,1.12,12.9,33,33,2970,1.7,162,105,68.5,9,6,18,7,21.2,7,2,0,28.6,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,0,1,0,0,0,0,0,0,0,0,0.01,0,0.01
José Sá,POR,GK,Wolves,Premier League,30,1993,33.7,58,8,1,7,1,65.9,0.31,8.9,0.26,87,424,20.5,841,190,33.3,33,253,56.9,42.6,522,45,8.6,28,0.83,12.6,35,35,3037,1.72,188,131,73.4,12,7,16,4,11.4,8,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0.03,0.03,0,0.03,0,0,0,0,0
Brice Samba,FRA,GK,Lens,Ligue 1,29,1994,33,35,6,0,6,1,42.3,0.27,8.3,0.25,163,369,44.2,948,143,31.8,31.5,170,40,33.5,388,32,8.2,39,1.18,14.8,33,33,2970,1.06,136,101,78.7,14,8,11,14,42.4,8,1,1,14.3,0,0,0,0,0,3,0,0,0,0.2,0.2,0,4,0,0,0,0,0,0,0,0.01,0.01,0,0.01
Robert Sánchez,ESP,GK,Chelsea,Premier League,25,1997,15.9,25,2,0,3,0,24.2,0.28,-0.8,-0.05,61,147,41.5,516,87,21.3,28.1,91,40.7,33.7,202,19,9.4,27,1.7,15.8,16,16,1433,1.57,78,52,70.5,5,4,7,3,18.8,3,1,0,33.3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Marcel Schuhen,GER,GK,Darmstadt 98,Bundesliga,30,1993,31,76,1,2,7,2,68,0.34,-6,-0.19,245,618,39.6,1204,182,36.3,34.8,289,62.6,48.5,453,24,5.3,51,1.65,16.5,31,31,2790,2.45,198,123,62.1,3,7,21,3,9.7,2,1,0,50,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Marvin Schwäbe,GER,GK,Köln,Bundesliga,28,1995,34,60,3,0,10,0,62,0.36,2,0.06,135,372,36.3,1148,101,28.4,31.4,149,30.9,34.3,504,14,2.8,21,0.62,13.4,34,34,3060,1.76,168,108,66.1,5,12,17,4,11.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,3,0,0,0,0,0,0,0,0,0,0,0
Alexander Schwolow,GER,GK,Union Berlin,Bundesliga,31,1992,1,2,0,0,0,0,1.2,0.2,-0.8,-0.81,4,10,40,28,4,32.1,34.1,8,12.5,28.4,13,0,0,0,0,5,1,1,90,2,6,4,66.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simone Scuffet,ITA,GK,Cagliari,Serie A,27,1996,31,55,3,3,9,2,45.1,0.33,-7.9,-0.25,161,452,35.6,684,106,43.3,37.1,243,64.2,46.9,482,22,4.6,20,0.65,12.1,31,31,2789,1.77,129,76,59.7,8,10,13,3,9.7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Matz Sels,BEL,GK,Nott'ham Forest,Premier League,31,1992,16,27,1,0,9,2,17.1,0.27,-7.9,-0.5,75,179,41.9,283,51,45.9,36.6,93,52.7,41.4,222,11,5,4,0.25,9.4,16,16,1440,1.69,61,36,57.4,4,4,8,1,6.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
Matz Sels,BEL,GK,Strasbourg,Ligue 1,31,1992,19,24,1,0,2,2,20,0.31,-2,-0.11,88,226,38.9,505,68,37.4,34.5,113,32.7,33.7,257,6,2.3,19,1,13.9,19,19,1710,1.26,62,40,62.9,6,7,6,3,15.8,1,0,0,0,0,0,0,0,0,2,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0.03
James Shea,ENG,GK,Luton Town,Premier League,32,1991,0.2,0,0,0,0,0,0.1,0.06,0.1,0.75,3,6,50,6,1,83.3,50.8,3,33.3,37.3,3,0,0,1,6,19,1,0,15,0,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rui Silva,POR,GK,Betis,La Liga,29,1994,27.5,36,7,2,3,2,37.5,0.26,3.5,0.13,129,380,33.9,772,119,36,33.5,183,55.7,43,375,31,8.3,34,1.24,14.9,28,28,2475,1.31,120,85,75.8,10,9,9,9,32.1,8,1,0,12.5,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Marco Silvestri,ITA,GK,Udinese,Serie A,32,1991,17,28,6,0,2,0,25.7,0.29,-2.3,-0.14,57,168,33.9,345,68,33.6,32.3,105,49.5,42.1,282,5,1.8,7,0.41,13.1,17,17,1530,1.65,68,40,67.6,1,11,5,4,23.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unai Simón,ESP,GK,Athletic Club,La Liga,26,1997,35.4,33,1,0,2,4,38,0.28,9,0.26,220,679,32.4,982,144,48.5,38.7,240,84.6,60.9,450,31,6.9,46,1.3,16.3,36,36,3182,0.93,122,90,73.8,18,11,7,16,44.4,5,3,1,75,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio Sivera,ESP,GK,Alavés,La Liga,26,1996,34,38,8,0,3,2,38.4,0.25,2.4,0.07,279,701,39.8,807,116,62.3,44.6,295,67.1,47.8,501,25,5,29,0.85,13.1,34,34,3060,1.12,123,87,75.6,11,8,15,10,29.4,8,0,0,0,0,0,0,0,0,3,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
Łukasz Skorupski,POL,GK,Bologna,Serie A,32,1991,32,29,3,1,3,1,26.6,0.23,-1.4,-0.05,103,297,34.7,829,136,26.3,29.6,188,42,38.7,432,12,2.8,15,0.47,12.2,32,32,2880,0.91,106,77,75.5,14,13,5,13,40.6,6,1,2,25,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Daniele Sommariva,ITA,GK,Genoa,Serie A,26,1997,0.1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,100,54.5,1,100,76,2,1,50,0,0,15,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yann Sommer,SUI,GK,Inter,Serie A,34,1988,34,19,2,0,3,0,25.5,0.23,6.5,0.19,104,226,46,1033,120,17.4,26.1,201,22.9,27.9,395,18,4.6,14,0.41,12.1,34,34,3060,0.56,98,78,82.7,27,6,1,19,55.9,4,1,1,33.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Soria,ESP,GK,Getafe,La Liga,30,1993,37.9,52,5,0,6,0,53.9,0.29,1.9,0.05,339,908,37.3,979,123,66.2,45.8,310,83.9,57.3,458,17,3.7,62,1.63,17.3,38,38,3413,1.37,171,118,72.5,10,13,15,10,26.3,7,1,1,16.7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alessandro Sorrentino,ITA,GK,Monza,Serie A,21,2002,6.1,16,4,0,1,0,14.4,0.34,-1.6,-0.27,18,56,32.1,151,29,26.5,30.6,42,38.1,36.1,62,3,4.8,3,0.49,16.8,7,5,548,2.63,32,16,62.5,0,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marco Sportiello,ITA,GK,Milan,Serie A,31,1992,7,11,1,0,0,1,8.9,0.25,-1.1,-0.15,20,51,39.2,230,40,20.4,26.9,17,23.5,29.1,81,5,6.2,9,1.29,15.4,7,7,630,1.57,33,23,69.7,3,3,1,2,28.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason Steele,ENG,GK,Brighton,Premier League,32,1990,17,34,3,1,5,2,25.7,0.32,-6.3,-0.37,47,132,35.6,617,69,20.1,26.6,54,14.8,18.8,173,7,4,41,2.41,20.6,17,17,1530,2,74,42,58.1,5,4,8,2,11.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Strakosha,ALB,GK,Brentford,Premier League,28,1995,1.5,2,0,0,0,0,1.5,0.2,-0.5,-0.3,12,30,40,56,5,41.1,35.8,15,46.7,39.9,37,2,5.4,1,0.67,10,2,1,135,1.33,8,6,75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mile Svilar,SRB,GK,Roma,Serie A,23,1999,15,19,1,0,3,1,20.2,0.24,2.2,0.14,44,116,37.9,516,77,15.9,25.3,89,38.2,36.2,208,16,7.7,7,0.47,12,15,15,1350,1.27,77,58,76.6,7,4,4,5,33.3,2,1,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wojciech Szczęsny,POL,GK,Juventus,Serie A,33,1990,35,30,2,0,4,2,28.3,0.24,0.3,0.01,147,340,43.2,828,134,32,32.8,174,43.1,40.2,555,26,4.7,20,0.57,11.6,35,35,3150,0.86,108,79,74.1,17,13,5,15,42.9,3,1,0,33.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arnau Tenas,ESP,GK,Paris S-G,Ligue 1,22,2001,5.9,7,0,0,2,0,6,0.24,-1,-0.17,14,46,30.4,174,19,23,29.6,37,16.2,27.1,71,2,2.8,5,0.85,14.8,6,5,529,1.19,25,18,72,2,2,1,1,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0.8,0.8,0,0,0,0,0.17,0.17,0,0.17,0,0.13,0.13,0,0.13
Marc-André ter Stegen,GER,GK,Barcelona,La Liga,31,1992,28,27,2,0,1,0,27.7,0.25,0.7,0.03,92,167,55.1,871,115,14.4,26.3,163,25.8,30.9,334,13,3.9,31,1.11,15.6,28,28,2520,0.96,102,75,75.5,20,5,3,15,53.6,2,0,0,0,0,0,0,0,0,3,0,0,0,0.1,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0
Pietro Terracciano,ITA,GK,Fiorentina,Serie A,33,1990,33,35,6,3,5,0,40.2,0.27,5.2,0.16,164,382,42.9,1051,120,29,32.1,176,43.8,38.2,307,7,2.3,23,0.7,14.6,33,33,2970,1.06,126,90,77,15,8,10,8,24.2,7,1,0,14.3,0,0,0,0,0,3,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
James Trafford,ENG,GK,Burnley,Premier League,20,2002,28,62,5,0,10,2,54.1,0.3,-5.9,-0.21,138,606,22.8,1332,162,33.9,31.3,198,78.3,54.2,419,30,7.2,43,1.54,15,28,28,2520,2.21,166,106,65.7,3,5,20,2,7.1,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Kevin Trapp,GER,GK,Eint Frankfurt,Bundesliga,33,1990,32,48,9,0,4,0,48.3,0.28,0.3,0.01,102,361,28.3,949,137,28.9,29.8,212,41,36.2,452,16,3.5,30,0.94,15.2,32,32,2880,1.5,137,87,71.5,10,13,9,7,21.9,11,2,0,18.2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mark Travers,IRL,GK,Bournemouth,Premier League,24,1999,4,5,1,0,0,0,5,0.23,0,0.01,22,72,30.6,92,13,55.4,41.7,26,80.8,55.6,60,3,5,3,0.75,14.8,4,4,360,1.25,18,13,77.8,2,0,2,2,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stefano Turati,ITA,GK,Frosinone,Serie A,21,2001,30.5,58,5,0,10,1,47.5,0.28,-9.5,-0.31,72,316,22.8,919,147,27.3,29.2,144,45.1,38.8,412,18,4.4,19,0.62,13.7,31,31,2745,1.9,152,94,65.1,6,9,16,4,12.9,7,1,1,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Turner,USA,GK,Nott'ham Forest,Premier League,29,1994,17,28,2,1,4,0,22.1,0.26,-5.9,-0.35,126,280,45,436,99,42.7,35.7,136,69.1,47,296,30,10.1,18,1.06,13.3,17,17,1530,1.65,80,52,67.5,4,5,8,2,11.8,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sven Ulreich,GER,GK,Bayern Munich,Bundesliga,34,1988,11,12,1,1,2,0,11.8,0.35,-0.2,-0.01,26,79,32.9,348,57,20.4,26.2,47,17,26.4,108,5,4.6,16,1.45,19.9,11,11,990,1.09,31,19,64.5,7,2,2,4,36.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Álvaro Vallés,ESP,GK,Las Palmas,La Liga,26,1997,36.3,44,5,0,5,3,48.7,0.28,7.7,0.21,137,447,30.6,1762,194,21.7,27.3,151,42.4,39.1,521,29,5.6,96,2.65,17.8,37,37,3263,1.21,152,108,74.3,10,10,17,8,21.6,9,3,1,37.5,0,0,0,0,0,2,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Bart Verbruggen,NED,GK,Brighton,Premier League,20,2002,21,28,3,0,3,0,25.4,0.25,-2.6,-0.12,55,142,38.7,789,117,17.1,24.4,72,9.7,15.7,232,17,7.3,31,1.48,15.8,21,21,1890,1.33,91,63,72.5,7,8,6,4,19,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Guglielmo Vicario,ITA,GK,Tottenham,Premier League,26,1996,38,61,7,1,8,3,60,0.32,2,0.05,53,225,23.6,1363,193,14.3,24,201,14.9,22.2,511,33,6.5,81,2.13,17.1,38,38,3420,1.61,167,109,67.7,20,6,12,7,18.4,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Fran Vieites,ESP,GK,Betis,La Liga,24,1999,3.5,4,0,1,0,0,4.5,0.25,0.5,0.15,13,50,26,82,18,37.8,36.5,35,54.3,46.4,65,3,4.6,2,0.57,10.5,4,3,315,1.14,18,14,77.8,1,2,0,2,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iván Villar,ESP,GK,Celta Vigo,La Liga,26,1997,11.3,18,2,0,2,1,16.3,0.31,-0.7,-0.07,39,138,28.3,223,48,35.4,34.4,98,60.2,45.7,136,5,3.7,9,0.8,13.2,12,12,1014,1.6,44,26,63.6,2,4,6,0,0,3,1,0,33.3,0,0,0,0,0,0,2,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
Odisseas Vlachodimos,GRE,GK,Nott'ham Forest,Premier League,29,1994,5,12,1,0,2,0,7.9,0.31,-4.1,-0.83,28,60,46.7,130,21,25.4,29.6,44,61.4,44.3,92,3,3.3,2,0.4,10.3,5,5,450,2.4,22,10,50,1,0,4,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.01,0.01,0,0.01
Robin Zentner,GER,GK,Mainz 05,Bundesliga,28,1994,30,48,3,1,2,1,49.2,0.37,2.2,0.07,180,512,35.2,862,146,47.3,38.5,177,58.8,46.4,393,42,10.7,48,1.6,16,30,30,2700,1.6,128,81,64.8,7,12,11,7,23.3,4,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Michael Zetterer,GER,GK,Werder Bremen,Bundesliga,28,1995,27,37,4,0,4,1,41,0.3,5,0.18,145,330,43.9,977,161,28.5,32.7,144,36.1,38.1,407,34,8.4,30,1.11,14.6,27,27,2430,1.37,128,92,74.2,9,9,9,6,22.2,4,0,0,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,0,3,0,0,0,0,0,0,0,0.01,0.01,0,0.01
