Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls2,Ast3,G+A4,G-PK5,G+A-PK,xG6,xAG7,xG+xAG,npxG8,npxG+xAG9,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp2,Att3,Cmp%4,Cmp5,Att6,Cmp%7,Cmp8,Att9,Cmp%10,xA,A-xAG,KP,1/3,PPA,CrsPA,Live,Dead,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive2,PassDead3,TO4,Sh5,Fld6,Def7,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl2,Tkl%,Lost,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off2,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Won%
2168,Aleksandar Radovanović,SRB,CB,Almería,La Liga,29,1993,9,8,569,6.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,0,5,1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,1,0,0.0,0.16,0.0,0.0,0.0,10.5,0,0.04,0.0,0.0,181,197,91.9,3645,1019,49,51,96.1,107,110,97.3,21,30,70.0,0.0,0.0,1,1,0,0,190,6,0,4,0,0,0,0,0,0,1,0,2,0.32,1,0,0,0,0,0,0.0,0,0,0,0,0,0,8,7,7,1,0,6,100.0,0,0,11,19,48,0,279,68,2,0,0.0,1,100.0,110,0,2,0,152,63,16.6,70,4,1,9,3,1.22,10,10,0,0.0,1.01,7.4,9.3,-1.9,-0.29,0.05,0,7,0,0,0,13,14,60.9
2169,Ionuț Radu,ROU,GK,Bournemouth,Premier League,26,1997,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,56,68,82.4,1211,583,19,19,100.0,29,30,96.7,8,19,42.1,0.0,0.0,0,0,0,0,54,14,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,70,64,0,0,0.0,0,0.0,51,0,0,0,40,90,5.3,90,2,0,0,11,1.5,3,7,-4,-2.0,-1.75,2.0,2.8,-0.8,-0.39,-0.35,0,0,0,0,0,0,0,0.0
2170,Boris Radunović,SRB,GK,Cagliari,Serie A,27,1996,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,169,222,76.1,5495,3933,24,24,100.0,68,70,97.1,77,128,60.2,0.0,0.0,0,9,0,0,139,83,0,0,0,0,0,0,0,0,0,0,1,0.14,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,1,2,238,202,0,0,0.0,0,0.0,113,0,1,0,86,90,18.4,90,7,0,0,31,0.29,2,12,-10,-1.43,-0.91,5.5,10.0,-4.5,-0.64,-0.41,0,0,0,0,0,6,1,50.0
2171,Hamza Rafia,TUN,CM,Lecce,Serie A,24,1999,28,17,1204,13.4,1,0,1,1,0,0,4,0,0.8,0.8,0.8,1.6,15,46,37,0.07,0.0,0.07,0.07,0.07,0.06,0.06,0.12,0.06,0.12,16,3,18.8,1.2,0.22,0.06,0.33,22.6,0,0.05,0.2,0.2,359,504,71.2,5633,1650,179,223,80.3,132,165,80.0,27,71,38.0,1.1,-0.8,15,41,6,1,469,34,4,4,38,4,14,5,7,0,1,18,33,2.47,19,3,1,3,4,2,0.15,1,0,0,0,0,1,44,31,13,27,4,13,43.3,17,26,11,55,13,0,685,16,12,12,40.0,14,46.7,401,3,29,22,452,43,35.2,60,0,11,16,7,0.93,10,21,-11,-0.82,-0.38,13.8,19.0,-5.3,-0.39,-0.19,0,31,0,0,1,70,9,31.0
2172,Abdellah Raihani,MAR,CF,Atlético Madrid,La Liga,19,2004,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,1,0,1,0,0.0,0,0.0,1,0,1,0,1,10,0.3,0,0,1,10,0,0.0,0,1,-1,-9.0,-9.74,0.1,0.0,0.1,0.61,0.01,0,0,0,0,0,0,0,0.0
2173,Antonio Raillo,ESP,CB,Mallorca,La Liga,31,1991,26,25,2195,24.4,3,2,5,3,0,0,6,1,1.4,1.4,2.0,3.4,24,80,4,0.12,0.08,0.21,0.12,0.21,0.06,0.08,0.14,0.06,0.14,29,9,31.0,1.19,0.37,0.1,0.33,17.3,0,0.05,1.6,1.6,990,1159,85.4,19217,7350,337,384,87.8,544,598,91.0,103,150,68.7,0.8,0.0,8,61,2,0,1084,72,0,3,2,0,0,0,0,0,3,6,22,0.9,16,0,0,0,0,6,0.25,4,0,0,2,0,0,30,23,18,12,0,17,73.9,6,14,37,67,104,2,1437,197,41,1,50.0,1,50.0,691,1,10,7,762,84,64.2,86,22,1,45,3,1.15,21,25,-4,-0.16,0.35,23.7,23.5,0.2,0.01,0.2,1,32,0,0,0,107,123,67.6
2174,Luca Raimund,GER,RW,Stuttgart,Bundesliga,18,2005,3,0,30,0.3,0,0,0,0,0,0,1,0,0.9,0.9,0.0,0.9,0,1,2,0.0,0.0,0.0,0.0,0.0,2.79,0.0,2.79,2.79,2.79,2,0,0.0,6.0,0.0,0.0,0.0,7.2,0,0.55,-0.9,-0.9,16,23,69.6,203,18,11,14,78.6,5,7,71.4,0,0,0.0,0.0,0.0,0,0,1,0,23,0,0,0,1,0,0,0,0,0,0,0,3,9.0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,3,1,2,1,0,0,0.0,0,2,0,3,0,0,34,0,3,0,0.0,0,0.0,18,0,2,2,21,10,1.0,0,0,3,10,8,1.0,1,2,-1,-3.0,-4.19,1.6,1.4,0.2,0.56,-0.41,0,2,0,0,0,1,1,50.0
2175,Predrag Rajković,SRB,GK,Mallorca,La Liga,27,1995,36,36,3240,36.0,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,735,1249,58.8,28267,23581,74,74,100.0,251,258,97.3,407,911,44.7,0.1,-0.2,4,50,1,0,820,426,0,2,0,0,0,0,0,0,3,0,9,0.25,5,4,0,0,0,1,0.03,0,1,0,0,0,0,2,1,2,0,0,2,100.0,0,0,0,2,14,0,1325,1084,0,3,100.0,0,0.0,670,0,1,0,563,90,94.7,90,36,0,0,2,1.0,31,43,-12,-0.33,-0.83,38.2,40.5,-2.3,-0.06,0.01,0,1,0,0,0,42,5,71.4
2176,Jesurun Rak Sakyi,ENG,RW,Crystal Palace,Premier League,20,2002,6,0,136,1.5,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,7,2,18,0.0,0.0,0.0,0.0,0.0,0.28,0.1,0.38,0.28,0.38,5,1,20.0,3.31,0.66,0.0,0.0,15.5,0,0.08,-0.4,-0.4,37,50,74.0,535,79,24,28,85.7,11,16,68.8,2,3,66.7,0.1,-0.2,2,2,0,0,50,0,0,0,3,0,0,0,0,0,0,2,6,3.97,4,0,2,0,0,0,0.0,0,0,0,0,0,0,4,1,3,1,0,2,66.7,1,2,3,7,1,0,77,1,13,4,40.0,5,50.0,46,5,4,3,54,23,4.0,0,0,6,23,7,0.33,1,3,-2,-1.32,-1.35,2.4,3.1,-0.7,-0.47,-0.39,0,1,0,0,0,6,2,66.7
2177,Ivan Rakitić,CRO,CM,Sevilla,La Liga,35,1988,18,16,1425,15.8,2,1,3,2,0,0,6,0,1.3,1.3,3.0,4.3,24,127,52,0.13,0.06,0.19,0.13,0.19,0.08,0.19,0.27,0.08,0.27,32,7,21.9,2.02,0.44,0.06,0.29,26.9,3,0.04,0.7,0.7,821,1095,75.0,16004,4888,352,406,86.7,302,374,80.7,145,259,56.0,4.1,-2.0,49,111,26,16,912,175,2,32,131,22,82,24,39,0,8,19,80,5.05,47,27,1,3,0,1,0.06,0,1,0,0,0,0,30,16,9,12,9,11,57.9,8,11,14,44,12,0,1251,19,23,8,40.0,9,45.0,641,1,30,5,797,79,41.7,83,13,2,52,2,0.56,14,23,-9,-0.57,-0.7,16.7,22.3,-5.6,-0.35,-0.11,0,16,0,0,0,117,12,48.0
2178,Ylber Ramadani,ALB,DM,Lecce,Serie A,27,1996,34,34,2970,33.0,1,0,1,1,0,0,13,0,1.0,1.0,0.5,1.6,36,121,14,0.03,0.0,0.03,0.03,0.03,0.03,0.02,0.05,0.03,0.05,31,6,19.4,0.94,0.18,0.03,0.17,27.6,0,0.03,0.0,0.0,991,1250,79.3,18442,5050,382,452,84.5,466,531,87.8,120,199,60.3,0.7,-0.5,16,103,10,3,1229,19,3,6,14,2,0,0,0,0,2,27,55,1.67,43,1,2,2,1,0,0.0,0,0,0,0,0,0,68,41,32,29,7,37,38.5,59,41,44,112,44,0,1589,75,6,23,57.5,14,35.0,846,0,35,25,890,87,86.8,87,27,0,0,0,0.88,21,49,-28,-0.85,-2.05,33.5,48.2,-14.7,-0.45,-1.34,0,42,0,1,0,225,29,51.8
2179,Largie Ramazani,BEL,LW,Almería,La Liga,22,2001,29,16,1555,17.3,3,5,8,3,0,0,11,2,4.7,4.7,5.7,10.5,59,42,104,0.17,0.29,0.46,0.17,0.46,0.27,0.33,0.6,0.27,0.6,40,12,30.0,2.32,0.69,0.08,0.25,17.5,1,0.12,-1.7,-1.7,203,340,59.7,3265,1275,109,150,72.7,64,108,59.3,19,43,44.2,2.4,-0.7,26,26,16,2,331,7,4,2,32,3,1,1,0,0,2,17,57,3.29,36,1,7,5,1,10,0.58,7,0,2,0,1,0,12,7,5,6,1,6,23.1,20,14,34,46,10,0,578,11,59,31,41.9,38,51.4,381,27,45,33,396,54,45.5,75,4,13,28,2,0.41,21,34,-13,-0.75,0.16,24.8,25.9,-1.1,-0.06,0.5,2,27,1,0,0,81,5,16.7
2180,Benito Ramírez,ESP,LW,Las Palmas,La Liga,28,1995,20,2,384,4.3,1,1,2,1,0,0,0,0,0.4,0.4,0.5,0.9,13,5,46,0.23,0.23,0.47,0.23,0.47,0.09,0.13,0.22,0.09,0.22,10,3,30.0,2.34,0.7,0.1,0.33,22.5,1,0.04,0.6,0.6,136,196,69.4,1861,488,99,109,90.8,23,37,62.2,8,29,27.6,0.4,0.5,2,8,5,3,170,26,1,0,33,12,8,3,4,0,0,12,8,1.87,5,0,1,1,0,2,0.47,1,0,0,1,0,0,5,3,2,3,0,3,50.0,3,6,3,8,0,0,245,6,10,2,18.2,9,81.8,150,5,10,3,168,19,11.2,60,0,18,15,10,1.0,3,7,-4,-0.94,-0.64,3.9,5.9,-1.9,-0.45,0.19,0,4,0,0,0,22,2,15.4
2181,Sandro Ramírez,ESP,CF,Las Palmas,La Liga,28,1995,27,21,1808,20.1,1,3,4,1,0,1,3,0,3.7,3.0,2.6,5.6,61,54,209,0.05,0.15,0.2,0.05,0.2,0.19,0.13,0.32,0.15,0.28,51,18,35.3,2.54,0.9,0.02,0.06,21.7,5,0.06,-2.7,-2.0,516,690,74.8,7912,1872,302,353,85.6,148,178,83.1,47,92,51.1,3.0,0.4,32,18,25,4,574,111,1,4,89,3,69,18,34,0,5,24,77,3.84,41,17,4,6,2,5,0.25,3,1,0,0,1,0,12,8,4,6,2,6,40.0,9,12,4,16,14,1,901,17,81,22,40.7,25,46.3,543,30,65,23,656,67,52.9,79,4,6,26,3,0.74,15,25,-10,-0.5,-0.27,15.5,30.0,-14.5,-0.72,-0.22,0,20,1,0,0,60,7,38.9
2182,Chris Ramos,ESP,CF,Cádiz,La Liga,26,1997,37,30,2612,29.0,5,1,6,5,0,0,5,0,10.1,10.1,1.7,11.7,31,28,102,0.17,0.03,0.21,0.17,0.21,0.35,0.06,0.4,0.35,0.4,76,27,35.5,2.62,0.93,0.07,0.19,12.0,0,0.13,-5.1,-5.1,274,486,56.4,3305,630,181,275,65.8,65,129,50.4,7,16,43.8,1.4,-0.7,14,13,9,1,469,13,0,0,12,3,0,0,0,0,4,9,39,1.34,17,0,7,7,1,2,0.07,0,0,0,0,2,0,28,15,9,15,4,8,29.6,19,16,9,37,44,0,896,51,136,18,26.1,44,63.8,431,21,95,53,645,71,76.4,80,10,7,32,0,0.89,22,36,-14,-0.48,1.19,28.7,38.0,-9.2,-0.32,0.47,0,61,2,0,0,60,172,51.2
2183,Gonçalo Ramos,POR,CF,Paris S-G,Ligue 1,22,2001,29,16,1419,15.8,11,1,12,10,1,1,1,0,10.9,10.2,2.4,12.5,11,29,88,0.7,0.06,0.76,0.63,0.7,0.69,0.15,0.84,0.64,0.79,54,20,37.0,3.42,1.27,0.19,0.5,13.2,0,0.19,0.1,-0.2,304,397,76.6,3651,601,199,245,81.2,67,90,74.4,7,11,63.6,1.6,-1.4,15,18,9,0,389,7,4,0,3,1,0,0,0,0,1,14,34,2.16,22,0,1,4,4,6,0.38,3,0,0,0,3,0,25,15,4,12,9,6,30.0,14,10,5,30,16,0,592,17,93,8,38.1,11,52.4,432,10,37,16,439,49,46.4,69,3,13,24,3,2.17,40,14,26,1.65,0.44,31.5,17.2,14.3,0.91,0.11,0,19,2,0,0,44,30,56.6
2184,Sergio Ramos,ESP,CB,Sevilla,La Liga,37,1986,28,28,2517,28.0,3,0,3,3,0,0,7,1,1.9,1.9,0.1,2.0,11,81,5,0.11,0.0,0.11,0.11,0.11,0.07,0.0,0.07,0.07,0.07,28,11,39.3,1.0,0.39,0.11,0.27,18.9,5,0.07,1.1,1.1,1356,1524,89.0,29709,10962,387,420,92.1,712,754,94.4,248,325,76.3,0.4,-0.1,4,103,3,0,1470,52,1,31,2,5,0,0,0,0,2,3,21,0.75,17,0,0,1,0,3,0.11,2,0,0,1,0,0,45,30,32,11,2,27,67.5,13,5,41,86,156,0,1870,289,29,6,54.5,3,27.3,994,3,13,6,1192,90,73.6,90,27,0,0,3,1.07,31,39,-8,-0.29,-0.49,33.2,40.0,-6.8,-0.24,0.18,0,27,0,1,1,143,80,66.1
2185,Aaron Ramsdale,ENG,GK,Arsenal,Premier League,25,1998,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,131,188,69.7,3303,2420,38,38,100.0,61,62,98.4,32,86,37.2,0.0,0.0,0,4,0,0,153,35,0,0,0,0,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,2,197,140,0,0,0.0,0,0.0,137,0,1,0,104,90,15.8,90,6,0,0,31,2.67,11,5,6,1.0,-0.75,11.1,5.8,5.3,0.89,-0.45,0,0,0,0,0,6,0,0.0
2186,Aaron Ramsey,ENG,CM,Burnley,Premier League,20,2003,14,5,527,5.9,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,8,8,17,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13,6,2,33.3,1.02,0.34,0.0,0.0,16.5,0,0.06,-0.3,-0.3,118,151,78.1,1856,224,71,84,84.5,37,46,80.4,9,10,90.0,0.5,-0.4,1,7,2,0,141,9,1,0,2,2,0,0,0,0,1,9,5,0.85,5,0,0,0,0,0,0.0,0,0,0,0,0,0,17,14,7,5,5,8,50.0,8,9,1,18,10,0,228,15,9,3,30.0,6,60.0,117,4,11,10,142,38,15.4,68,0,9,21,3,0.36,4,17,-13,-2.22,-1.47,5.4,11.5,-6.1,-1.04,-0.31,0,7,0,1,0,24,4,44.4
2187,Jacob Ramsey,ENG,LM,Aston Villa,Premier League,22,2001,16,8,853,9.5,1,1,2,1,0,0,2,0,2.2,2.2,1.0,3.2,33,28,69,0.11,0.11,0.21,0.11,0.21,0.23,0.11,0.34,0.23,0.34,19,4,21.1,2.0,0.42,0.05,0.25,15.9,0,0.11,-1.2,-1.2,257,322,79.8,3751,863,143,173,82.7,97,115,84.3,9,12,75.0,1.4,0.0,10,22,5,0,310,12,3,0,11,1,10,3,0,0,0,9,29,3.06,23,2,1,0,1,3,0.32,2,1,0,0,0,0,16,8,7,6,3,5,33.3,10,13,3,19,8,0,433,10,47,8,40.0,11,55.0,272,11,18,21,314,53,24.9,80,5,8,26,0,2.19,22,12,10,1.06,0.88,18.5,13.2,5.3,0.56,0.62,0,7,0,0,0,42,5,62.5
2188,Luca Ranieri,ITA,CB,Fiorentina,Serie A,24,1999,26,23,2065,22.9,2,1,3,2,0,0,14,0,0.9,0.9,0.4,1.3,17,99,5,0.09,0.04,0.13,0.09,0.13,0.04,0.02,0.06,0.04,0.06,10,3,30.0,0.44,0.13,0.2,0.67,8.8,0,0.09,1.1,1.1,1142,1362,83.8,23351,8689,350,385,90.9,617,682,90.5,165,265,62.3,0.7,0.6,7,95,11,2,1289,69,0,5,13,16,0,0,0,0,4,8,22,0.96,19,1,0,0,0,2,0.09,1,1,0,0,0,0,14,10,11,1,2,8,61.5,5,14,29,43,64,0,1538,120,16,4,30.8,8,61.5,937,0,13,0,1013,79,60.4,87,19,3,22,10,1.69,38,28,10,0.44,0.1,32.5,29.9,2.5,0.11,0.04,0,32,0,0,0,99,40,51.3
2189,Filippo Ranocchia,ITA,CM,Empoli,Serie A,22,2001,9,5,476,5.3,0,0,0,0,0,0,3,0,0.2,0.2,0.5,0.8,5,21,11,0.0,0.0,0.0,0.0,0.0,0.04,0.1,0.14,0.04,0.14,6,2,33.3,1.13,0.38,0.0,0.0,26.6,2,0.04,-0.2,-0.2,152,216,70.4,2895,1062,61,73,83.6,66,80,82.5,21,51,41.2,1.0,-0.5,4,17,4,0,199,17,1,3,10,2,2,2,0,0,0,5,8,1.51,6,2,0,0,0,0,0.0,0,0,0,0,0,0,16,11,7,9,0,7,43.8,9,8,3,19,14,0,284,19,4,6,60.0,2,20.0,158,0,12,8,174,53,13.9,68,0,4,35,11,0.56,3,9,-6,-1.13,-0.55,4.0,9.0,-4.9,-0.93,-0.57,0,11,0,0,0,16,6,60.0
2190,Grant Ranos,ARM,CF,Gladbach,Bundesliga,20,2003,9,0,49,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,3,4,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.45,0.45,0.45,3,0,0.0,5.51,0.0,0.0,0.0,17.0,0,0.08,-0.3,-0.3,20,25,80.0,262,76,9,10,90.0,8,11,72.7,0,1,0.0,0.1,0.0,0,2,0,0,25,0,0,1,1,0,0,0,0,0,0,0,2,3.6,2,0,0,0,0,1,1.8,1,0,0,0,0,0,1,0,0,0,1,0,0.0,0,0,0,1,0,0,36,0,4,1,33.3,2,66.7,20,0,2,5,23,5,1.6,0,0,9,5,11,1.0,1,0,1,1.84,2.2,1.5,0.8,0.7,1.21,1.46,0,0,0,0,0,5,1,16.7
2191,Raphinha,BRA,LW,Barcelona,La Liga,26,1996,28,17,1368,15.2,6,9,15,5,1,1,4,1,7.4,6.6,5.7,12.3,49,57,164,0.39,0.59,0.99,0.33,0.92,0.48,0.37,0.86,0.43,0.81,58,20,34.5,3.82,1.32,0.09,0.25,19.8,10,0.12,-1.4,-1.6,522,693,75.3,8785,2397,261,313,83.4,182,222,82.0,63,114,55.3,5.0,3.3,41,39,32,8,600,88,6,11,82,19,50,20,19,0,5,16,89,5.86,47,20,6,7,1,13,0.86,9,3,0,1,0,0,14,8,6,6,2,4,22.2,14,16,13,27,11,0,894,11,81,24,52.2,19,41.3,495,23,41,8,620,49,40.0,68,4,11,19,2,2.14,30,14,16,1.05,0.22,31.0,15.1,15.9,1.05,0.17,0,17,1,0,0,74,9,64.3
2192,Nicolai Rapp,GER,DM,Werder Bremen,Bundesliga,26,1996,2,1,76,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,32,40,80.0,563,213,12,14,85.7,18,22,81.8,2,3,66.7,0.0,0.0,0,0,0,0,39,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,2,2,1,0,2,100.0,0,2,2,5,8,0,56,7,0,0,0.0,0,0.0,29,0,1,1,24,38,2.5,71,0,1,5,9,0.0,1,2,-1,-1.18,-1.03,0.8,1.4,-0.6,-0.72,-0.45,0,2,0,0,0,10,1,100.0
2193,Elba Rashani,KVX,LW,Clermont Foot,Ligue 1,30,1993,24,14,1175,13.1,2,0,2,2,0,0,4,2,2.1,2.1,1.2,3.3,19,22,102,0.15,0.0,0.15,0.15,0.15,0.16,0.09,0.26,0.16,0.26,17,5,29.4,1.3,0.38,0.12,0.4,16.8,0,0.13,-0.1,-0.1,294,392,75.0,3753,849,191,225,84.9,75,106,70.8,6,17,35.3,0.8,-1.2,12,16,5,3,382,9,1,0,28,3,3,0,0,0,1,20,29,2.22,22,0,1,3,1,2,0.15,1,0,0,0,1,0,30,18,4,17,9,11,45.8,13,14,12,42,15,0,550,17,42,17,37.0,26,56.5,403,6,22,22,367,49,38.4,70,3,10,20,0,0.83,9,22,-13,-1.0,0.01,13.5,22.6,-9.1,-0.7,0.19,0,27,1,0,0,58,24,57.1
2194,Marcus Rashford,ENG,LW,Manchester Utd,Premier League,25,1997,33,26,2271,25.2,7,2,9,5,2,2,2,0,7.4,5.8,2.3,8.1,95,65,185,0.28,0.08,0.36,0.2,0.28,0.29,0.09,0.38,0.23,0.32,60,19,31.7,2.38,0.75,0.08,0.26,16.8,1,0.1,-0.4,-0.8,559,742,75.3,7674,2035,351,418,84.0,139,192,72.4,33,61,54.1,2.8,-0.3,23,34,30,1,708,26,6,4,35,16,3,0,0,0,8,18,87,3.45,57,1,16,6,0,12,0.48,10,0,1,0,1,0,19,12,9,4,6,9,34.6,17,14,4,23,21,0,1025,24,130,48,44.0,53,48.6,690,64,59,38,799,69,66.4,83,12,7,17,0,1.61,36,37,-1,-0.04,-0.04,34.3,47.6,-13.2,-0.52,-0.59,0,13,1,0,0,81,15,36.6
2195,Giacomo Raspadori,ITA,SS,Napoli,Serie A,23,2000,37,14,1584,17.6,5,3,8,5,0,1,0,0,5.9,4.5,4.0,8.5,29,54,139,0.28,0.17,0.45,0.28,0.45,0.33,0.23,0.56,0.25,0.48,60,24,40.0,3.41,1.36,0.08,0.21,18.8,4,0.07,-0.9,0.5,525,709,74.0,9296,1615,242,289,83.7,198,258,76.7,67,113,59.3,3.0,-1.0,36,38,15,5,638,68,6,18,65,5,28,5,18,0,3,20,75,4.25,49,11,4,3,1,3,0.17,3,0,0,0,0,0,21,10,6,10,5,6,40.0,9,14,3,24,7,0,886,5,90,14,46.7,14,46.7,541,12,33,18,689,43,46.3,74,4,23,24,0,1.41,26,18,8,0.45,0.5,28.2,16.7,11.5,0.65,0.09,0,17,0,0,0,53,7,28.0
2196,Andrei Ratiu,ROU,CF,Rayo Vallecano,La Liga,25,1998,12,6,630,7.0,0,0,0,0,0,0,1,0,0.3,0.3,0.6,0.9,28,19,25,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13,6,1,16.7,0.86,0.14,0.0,0.0,16.5,0,0.05,-0.3,-0.3,245,313,78.3,3843,1243,135,159,84.9,90,108,83.3,16,27,59.3,0.6,-0.6,6,15,5,3,253,60,0,1,18,56,0,0,0,0,0,14,11,1.57,10,0,0,0,1,0,0.0,0,0,0,0,0,0,12,4,6,5,1,8,53.3,7,3,0,12,12,0,392,22,18,13,44.8,14,48.3,178,8,14,7,219,53,18.4,82,3,6,24,22,0.58,3,12,-9,-1.29,-0.96,5.9,11.0,-5.2,-0.74,-0.83,0,2,0,0,0,39,6,46.2
2197,Raúl,ESP,SS,Osasuna,La Liga,22,2000,35,13,1355,15.1,6,1,7,6,0,0,4,0,4.9,4.9,0.6,5.5,16,22,68,0.4,0.07,0.46,0.4,0.46,0.32,0.04,0.37,0.32,0.37,33,12,36.4,2.19,0.8,0.18,0.5,11.6,0,0.15,1.1,1.1,191,306,62.4,2465,453,128,190,67.4,46,68,67.6,6,10,60.0,0.8,0.4,10,14,6,0,285,18,1,0,6,2,0,0,0,0,3,11,22,1.46,16,0,0,2,0,2,0.13,2,0,0,0,0,0,10,4,4,2,4,2,20.0,8,8,5,15,11,0,455,12,64,6,28.6,13,61.9,221,7,36,16,339,39,39.6,75,2,22,17,2,1.09,18,24,-6,-0.4,-0.18,17.5,22.1,-4.6,-0.31,-0.1,0,13,0,0,0,28,50,42.0
2198,David Raum,GER,LB,RB Leipzig,Bundesliga,25,1998,31,31,2739,30.4,2,8,10,2,0,0,6,0,0.8,0.8,7.3,8.0,77,131,246,0.07,0.26,0.33,0.07,0.33,0.02,0.24,0.26,0.02,0.26,14,4,28.6,0.46,0.13,0.14,0.5,20.3,4,0.05,1.2,1.2,1566,2154,72.7,28030,10264,680,769,88.4,697,906,76.9,162,371,43.7,10.7,0.7,68,92,62,34,1675,469,2,11,306,277,129,46,54,2,10,61,101,3.32,58,35,6,1,0,13,0.43,5,6,2,0,0,0,58,35,24,29,5,34,58.6,24,42,27,85,82,2,2442,88,45,18,56.3,13,40.6,1223,15,33,15,1474,88,89.5,88,25,0,0,2,1.94,69,36,33,1.08,-0.32,60.1,36.0,24.1,0.79,0.38,0,28,0,0,0,169,27,57.4
2199,Federico Ravaglia,ITA,GK,Bologna,Serie A,23,1999,6,6,535,5.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,166,206,80.6,3557,2149,58,58,100.0,82,83,98.8,25,64,39.1,0.0,0.0,0,0,0,0,160,46,0,0,0,0,0,0,0,0,0,0,1,0.17,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,0,218,195,0,1,100.0,0,0.0,132,0,1,0,123,89,15.6,89,5,0,0,32,2.17,10,3,7,1.18,0.71,7.7,4.7,3.0,0.51,0.26,0,0,0,0,0,4,1,100.0
