Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls2,Ast3,G+A4,G-PK5,G+A-PK,xG6,xAG7,xG+xAG,npxG8,npxG+xAG9,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp2,Att3,Cmp%4,Cmp5,Att6,Cmp%7,Cmp8,Att9,Cmp%10,xA,A-xAG,KP,1/3,PPA,CrsPA,Live,Dead,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive2,PassDead3,TO4,Sh5,Fld6,Def7,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl2,Tkl%,Lost,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off2,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Won%
1289,Hassane Kamara,CIV,LB,Udinese,Serie A,29,1994,35,27,2225,24.7,1,1,2,1,0,0,4,0,1.9,1.9,2.8,4.8,61,81,93,0.04,0.04,0.08,0.04,0.08,0.08,0.11,0.19,0.08,0.19,26,8,30.8,1.05,0.32,0.04,0.13,20.9,0,0.07,-0.9,-0.9,600,818,73.3,9975,4049,293,337,86.9,239,311,76.8,52,114,45.6,1.8,-1.8,21,42,25,17,694,120,0,4,71,113,1,0,0,0,4,29,51,2.06,41,2,3,1,2,5,0.2,4,0,0,1,0,0,45,32,26,13,6,25,65.8,13,27,26,71,66,0,1113,57,30,30,55.6,22,40.7,556,9,34,19,579,64,65.1,76,4,8,20,2,0.94,24,30,-6,-0.24,0.51,24.4,27.8,-3.4,-0.14,0.36,0,21,0,0,0,130,16,53.3
1290,Willy Kambwala,FRA,CB,Manchester Utd,Premier League,18,2004,8,3,330,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,163,192,84.9,2765,960,74,78,94.9,85,95,89.5,3,14,21.4,0.0,0.0,0,7,0,0,187,5,0,0,0,1,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,1,1,2,0,1,33.3,2,3,4,7,14,1,232,27,0,0,0.0,2,100.0,124,0,3,1,149,41,9.6,88,2,5,13,8,1.0,5,10,-5,-1.36,-1.48,3.3,8.3,-5.0,-1.37,-1.16,0,4,0,0,0,12,6,75.0
1291,Jakub Kamiński,POL,LW,Wolfsburg,Bundesliga,21,2002,17,4,473,5.3,0,2,2,0,0,0,0,0,0.5,0.5,0.7,1.1,13,18,53,0.0,0.38,0.38,0.0,0.38,0.09,0.13,0.22,0.09,0.22,10,3,30.0,1.9,0.57,0.0,0.0,16.3,0,0.05,-0.5,-0.5,152,195,77.9,2424,587,84,95,88.4,60,74,81.1,8,20,40.0,1.7,1.3,6,11,7,2,176,19,0,2,16,17,2,2,0,0,0,6,7,1.33,7,0,0,0,0,2,0.38,2,0,0,0,0,0,14,5,12,2,0,3,50.0,3,3,2,16,5,0,259,6,22,1,8.3,11,91.7,140,9,9,14,169,28,15.5,69,1,13,15,12,1.24,4,9,-5,-0.95,-0.6,4.6,6.3,-1.7,-0.31,-0.18,0,3,0,0,0,24,4,25.0
1292,Thomas Kaminski,BEL,GK,Luton Town,Premier League,30,1992,38,38,3405,37.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,869,1468,59.2,27614,22188,173,175,98.9,329,344,95.6,362,937,38.6,0.1,0.0,1,44,2,0,969,493,0,2,0,0,0,0,0,0,6,0,3,0.08,2,1,0,0,0,0,0.0,0,0,0,0,0,0,2,1,2,0,0,2,33.3,4,1,0,2,14,2,1580,1129,0,2,100.0,0,0.0,805,0,1,0,657,90,99.6,90,37,0,0,0,0.68,52,85,-33,-0.87,-0.87,42.1,77.6,-35.4,-0.94,-0.34,0,0,0,0,0,63,4,100.0
1293,Kevin Kampl,SVN,CM,RB Leipzig,Bundesliga,32,1990,26,14,1363,15.1,1,0,1,1,0,0,3,0,0.2,0.2,1.8,2.0,28,88,27,0.07,0.0,0.07,0.07,0.07,0.01,0.12,0.13,0.01,0.13,6,1,16.7,0.4,0.07,0.17,1.0,22.2,0,0.03,0.8,0.8,931,1019,91.4,15489,3486,424,446,95.1,428,460,93.0,58,76,76.3,1.5,-1.8,15,67,12,3,983,36,3,0,11,8,0,0,0,0,0,8,38,2.51,33,0,2,1,1,3,0.2,3,0,0,0,0,0,19,8,8,9,2,10,47.6,11,12,11,30,14,1,1132,27,11,10,71.4,3,21.4,743,1,15,14,839,52,44.5,83,7,12,17,7,1.69,30,15,15,0.99,-0.23,25.6,18.9,6.7,0.44,-0.55,0,16,0,1,0,102,3,23.1
1294,Harry Kane,ENG,CF,Bayern Munich,Bundesliga,30,1993,32,32,2839,31.5,36,8,44,31,5,5,2,0,30.6,26.7,6.4,33.0,36,102,164,1.14,0.25,1.39,0.98,1.24,0.97,0.2,1.17,0.85,1.05,141,61,43.3,4.47,1.93,0.22,0.51,14.4,4,0.19,5.4,4.3,474,664,71.4,8936,2715,216,266,81.2,166,222,74.8,74,114,64.9,5.9,1.6,31,66,41,6,620,41,13,14,31,8,2,1,0,0,3,31,83,2.63,54,2,7,7,0,11,0.35,8,1,0,2,0,0,13,9,4,4,5,6,33.3,12,8,6,19,14,0,995,19,180,24,40.7,30,50.8,634,14,45,45,782,89,92.8,89,27,0,0,0,2.16,85,39,46,1.46,0.24,81.1,28.6,52.5,1.66,1.46,0,10,0,0,0,55,30,46.9
1295,Lee Kang-in,KOR,AM,Paris S-G,Ligue 1,22,2001,23,18,1464,16.3,3,4,7,3,0,0,2,0,1.5,1.5,2.3,3.7,50,103,150,0.18,0.25,0.43,0.18,0.43,0.09,0.14,0.23,0.09,0.23,23,9,39.1,1.41,0.55,0.13,0.33,19.5,0,0.06,1.5,1.5,835,1011,82.6,12568,3151,462,507,91.1,284,339,83.8,54,110,49.1,4.2,1.7,27,58,31,8,903,104,3,5,97,7,68,27,21,0,4,18,68,4.18,48,12,5,0,0,9,0.55,7,1,1,0,0,0,26,13,7,9,10,15,41.7,21,7,6,32,3,0,1149,11,41,25,51.0,20,40.8,904,17,15,17,883,64,47.8,74,6,5,26,1,2.17,38,13,25,1.54,0.24,25.8,18.0,7.9,0.48,-0.69,0,17,0,0,0,61,4,26.7
1296,Yann Karamoh,FRA,LW,Torino,Serie A,25,1998,10,1,162,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,11,5,12,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.11,0.08,0.11,2,1,50.0,1.11,0.56,0.0,0.0,14.0,0,0.07,-0.1,-0.1,45,66,68.2,696,176,21,30,70.0,21,28,75.0,2,4,50.0,0.2,-0.1,1,3,1,0,61,5,0,0,5,5,0,0,0,0,0,1,4,2.24,2,0,1,1,0,2,1.12,1,0,0,0,1,0,1,0,0,0,1,0,0.0,0,0,0,1,1,0,96,2,7,6,33.3,11,61.1,65,3,10,5,68,16,4.7,45,0,9,13,8,1.4,3,2,1,0.56,0.58,2.2,2.2,0.0,0.03,0.02,0,2,0,0,0,10,2,50.0
1297,Yann Karamoh,FRA,LW,Montpellier,Ligue 1,25,1998,12,1,284,3.2,1,0,1,1,0,0,1,0,0.8,0.8,0.2,1.0,7,3,28,0.32,0.0,0.32,0.32,0.32,0.26,0.06,0.32,0.26,0.32,5,3,60.0,1.58,0.95,0.2,0.33,20.0,0,0.16,0.2,0.2,63,88,71.6,887,140,35,46,76.1,18,24,75.0,4,7,57.1,0.2,-0.2,5,3,3,1,85,3,0,0,5,0,0,0,0,0,0,3,9,2.85,6,0,1,1,0,1,0.32,0,0,0,1,0,0,1,0,0,0,1,1,50.0,1,3,0,1,0,0,134,1,8,6,50.0,6,50.0,103,0,14,9,103,24,9.3,60,0,11,20,2,1.33,7,5,2,0.63,0.86,4.1,6.2,-2.0,-0.65,-0.56,0,7,0,0,0,17,2,13.3
1298,Atakan Karazor,,DM,Stuttgart,Bundesliga,26,1996,33,31,2623,29.1,0,4,4,0,0,0,9,0,1.0,1.0,2.6,3.6,24,142,31,0.0,0.14,0.14,0.0,0.14,0.04,0.09,0.13,0.03,0.12,19,2,10.5,0.65,0.07,0.0,0.0,21.8,0,0.05,-1.0,-1.0,1698,1900,89.4,24791,6910,946,1027,92.1,637,684,93.1,55,75,73.3,2.5,1.4,29,138,19,3,1820,75,5,2,4,2,0,0,0,0,5,34,57,1.96,49,0,0,1,5,5,0.17,5,0,0,0,0,0,72,44,23,38,11,29,48.3,31,29,27,99,43,0,2181,61,15,5,18.5,14,51.9,1149,0,23,19,1574,79,85.7,84,21,2,16,0,2.12,64,34,30,1.03,-0.82,56.6,33.6,22.9,0.79,-1.22,0,28,0,0,0,174,44,53.7
1299,Ayman Kari,FRA,CM,Lorient,Ligue 1,18,2004,14,12,893,9.9,1,1,2,1,0,0,1,0,0.6,0.6,0.8,1.5,22,37,53,0.1,0.1,0.2,0.1,0.2,0.06,0.08,0.15,0.06,0.15,7,3,42.9,0.71,0.3,0.14,0.33,14.6,0,0.09,0.4,0.4,338,386,87.6,4814,925,181,204,88.7,118,131,90.1,13,19,68.4,1.0,0.2,13,25,12,0,384,1,4,2,1,0,0,0,0,0,1,11,33,3.32,29,0,1,2,0,3,0.3,3,0,0,0,0,0,18,14,9,9,0,12,63.2,7,17,6,24,9,1,508,10,23,16,53.3,12,40.0,409,3,21,14,382,64,29.2,71,1,2,21,2,1.0,11,19,-8,-0.81,-0.18,10.0,14.8,-4.7,-0.48,0.04,0,10,0,0,0,50,2,22.2
1300,Emir Karic,AUT,LB,Darmstadt 98,Bundesliga,26,1997,27,18,1783,19.8,0,0,0,0,0,0,4,0,0.4,0.4,1.3,1.7,56,115,85,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,12,3,25.0,0.61,0.15,0.0,0.0,23.4,0,0.03,-0.4,-0.4,953,1210,78.8,15725,6219,492,551,89.3,361,439,82.2,81,152,53.3,1.9,-1.3,21,89,27,9,1028,178,0,12,52,165,0,0,0,0,4,28,47,2.37,41,1,3,0,2,2,0.1,2,0,0,0,0,0,45,27,23,14,8,21,63.6,12,31,13,58,43,0,1407,69,14,18,62.1,10,34.5,697,1,20,10,869,66,58.3,87,12,9,25,2,0.37,15,56,-41,-2.07,-1.01,16.3,46.4,-30.0,-1.52,-0.76,0,17,0,0,0,76,21,56.8
1301,Loris Karius,GER,GK,Newcastle Utd,Premier League,30,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,21,37,56.8,507,279,4,4,100.0,14,14,100.0,3,18,16.7,0.0,0.0,0,0,0,0,24,12,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,41,34,0,0,0.0,0,0.0,17,0,0,0,15,90,2.6,90,1,0,0,21,0.0,1,4,-3,-3.0,-3.7,0.2,2.8,-2.7,-2.69,-3.16,0,0,0,0,0,0,0,0.0
1302,Jesper Karlsson,SWE,LW,Bologna,Serie A,25,1998,7,4,344,3.8,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.7,13,16,35,0.0,0.0,0.0,0.0,0.0,0.11,0.08,0.19,0.11,0.19,6,4,66.7,1.57,1.05,0.0,0.0,26.8,1,0.07,-0.4,-0.4,103,152,67.8,1738,429,49,61,80.3,38,52,73.1,11,25,44.0,0.4,-0.3,5,8,7,1,131,20,0,0,24,2,14,7,5,0,1,5,11,2.88,7,3,0,0,0,0,0.0,0,0,0,0,0,0,3,3,2,1,0,2,25.0,6,4,4,7,1,0,183,4,11,5,45.5,3,27.3,115,6,5,6,126,49,10.1,71,0,3,20,19,1.43,1,2,-1,-0.26,-0.93,2.8,4.3,-1.5,-0.4,-0.76,0,4,0,0,0,16,0,0.0
1303,Jon Karrikaburu,ESP,CF,Alavés,La Liga,20,2002,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,5,40.0,58,9,0,2,0.0,1,1,100.0,1,1,100.0,0.0,0.0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,8,0,1,0,0.0,0,0.0,6,0,2,0,6,8,0.5,0,0,2,8,13,0.0,0,1,-1,-5.63,-5.39,0.0,1.2,-1.1,-6.26,-6.33,0,1,0,0,0,2,0,0.0
1304,Rick Karsdorp,NED,RB,Roma,Serie A,28,1995,18,14,1191,13.2,0,2,2,0,0,0,2,0,0.4,0.4,2.2,2.7,12,33,71,0.0,0.15,0.15,0.0,0.15,0.03,0.17,0.2,0.03,0.2,8,1,12.5,0.6,0.08,0.0,0.0,16.7,0,0.06,-0.4,-0.4,544,684,79.5,8723,2416,286,326,87.7,209,257,81.3,36,63,57.1,1.6,-0.2,10,21,7,3,559,119,0,2,28,115,0,0,0,0,6,15,22,1.64,20,1,0,1,0,3,0.22,2,0,0,0,1,0,25,18,11,8,6,16,66.7,8,9,9,34,16,0,772,33,24,3,42.9,3,42.9,394,3,5,1,476,66,34.8,76,4,4,31,16,2.06,22,11,11,0.83,0.51,20.1,10.9,9.1,0.68,0.66,0,9,1,0,0,50,5,71.4
1305,Grigoris Kastanos,CYP,AM,Salernitana,Serie A,25,1998,26,18,1480,16.4,3,3,6,3,0,0,5,0,2.9,2.9,2.8,5.7,28,78,69,0.18,0.18,0.36,0.18,0.36,0.17,0.17,0.35,0.17,0.35,30,10,33.3,1.82,0.61,0.1,0.3,20.6,1,0.1,0.1,0.1,458,650,70.5,7578,2346,216,260,83.1,141,205,68.8,61,105,58.1,1.5,0.2,28,52,11,2,549,98,4,10,38,49,27,5,6,0,3,23,57,3.46,34,15,1,5,0,6,0.36,2,2,0,1,1,0,23,14,8,9,6,9,45.0,11,9,8,31,9,0,819,15,31,13,50.0,11,42.3,445,5,30,28,534,57,43.3,73,3,8,20,3,0.54,12,31,-19,-1.16,0.24,12.3,31.9,-19.6,-1.19,-0.05,0,18,0,0,0,85,24,40.0
1306,Silas Katompa,COD,RW,Stuttgart,Bundesliga,24,1998,27,8,900,10.0,5,2,7,5,0,1,0,0,5.7,4.9,2.3,7.2,49,25,130,0.5,0.2,0.7,0.5,0.7,0.57,0.23,0.8,0.49,0.72,23,8,34.8,2.3,0.8,0.22,0.63,13.4,0,0.21,-0.7,0.1,210,279,75.3,3355,617,93,112,83.0,96,113,85.0,11,24,45.8,1.7,-0.3,15,6,15,0,276,3,5,1,28,2,0,0,0,0,0,18,42,4.2,25,0,11,4,0,7,0.7,2,0,3,1,1,0,5,3,3,2,0,3,25.0,9,9,0,5,4,0,425,6,67,38,50.0,31,40.8,327,21,45,20,336,33,29.4,70,0,19,18,1,2.15,30,10,20,2.0,1.21,27.6,10.4,17.2,1.72,1.08,0,13,1,0,0,37,5,31.3
1307,Panos Katseris,GRE,RB,Lorient,Ligue 1,22,2001,15,13,1041,11.6,1,1,2,1,0,0,4,0,2.1,2.1,0.8,2.9,24,21,86,0.09,0.09,0.17,0.09,0.17,0.18,0.07,0.25,0.18,0.25,17,6,35.3,1.47,0.52,0.06,0.17,16.1,0,0.12,-1.1,-1.1,275,393,70.0,4101,1231,153,195,78.5,99,137,72.3,14,31,45.2,0.5,0.2,9,13,4,2,307,86,0,0,45,83,1,0,0,0,0,20,20,1.73,15,0,1,1,1,3,0.26,2,0,0,1,0,0,26,20,16,8,2,16,64.0,9,16,8,34,18,0,574,29,36,13,35.1,23,62.2,356,5,37,14,314,69,34.0,78,3,2,11,0,0.93,12,15,-3,-0.26,0.63,13.6,16.7,-3.0,-0.26,0.37,0,19,0,1,0,58,11,42.3
1308,Mikkel Kaufmann,DEN,CF,Union Berlin,Bundesliga,22,2001,18,4,486,5.4,1,0,1,1,0,0,0,0,1.3,1.3,1.0,2.3,6,11,34,0.19,0.0,0.19,0.19,0.19,0.24,0.18,0.42,0.24,0.42,15,6,40.0,2.78,1.11,0.07,0.17,15.8,0,0.09,-0.3,-0.3,67,126,53.2,956,318,39,65,60.0,16,31,51.6,5,8,62.5,0.4,-1.0,4,13,1,0,123,3,0,1,5,1,0,0,0,0,0,5,12,2.22,9,0,2,0,0,1,0.18,0,0,1,0,0,0,6,3,2,3,1,3,30.0,7,12,1,7,4,0,215,4,26,3,30.0,7,70.0,89,4,27,10,141,27,15.9,66,0,14,16,6,0.94,5,7,-2,-0.37,0.43,6.2,8.1,-1.9,-0.36,-0.06,0,7,0,0,0,19,26,43.3
1309,Michael Kayode,ITA,RB,Fiorentina,Serie A,19,2004,26,22,2058,22.9,1,1,2,1,0,0,2,0,0.5,0.5,1.1,1.6,45,80,102,0.04,0.04,0.09,0.04,0.09,0.02,0.05,0.07,0.02,0.07,7,2,28.6,0.31,0.09,0.14,0.5,20.3,0,0.07,0.5,0.5,1056,1297,81.4,19700,5416,426,463,92.0,503,579,86.9,112,192,58.3,1.4,-0.1,15,68,23,15,1083,211,0,4,66,194,0,0,0,0,3,40,33,1.44,26,6,0,0,1,2,0.09,2,0,0,0,0,0,53,30,27,15,11,35,72.9,13,13,18,71,46,2,1537,72,23,22,46.8,21,44.7,834,7,30,8,941,79,60.2,85,14,4,45,8,1.88,39,20,19,0.83,1.1,32.5,23.0,9.5,0.42,0.81,0,14,0,0,0,105,17,48.6
1310,Moise Kean,ITA,CF,Juventus,Serie A,23,2000,19,8,654,7.3,0,0,0,0,0,0,2,0,2.1,2.1,0.7,2.8,12,6,38,0.0,0.0,0.0,0.0,0.0,0.28,0.1,0.38,0.28,0.38,16,3,18.8,2.2,0.41,0.0,0.0,15.4,0,0.13,-2.1,-2.1,66,96,68.8,911,134,37,49,75.5,18,20,90.0,5,6,83.3,0.1,-0.7,5,3,0,0,88,7,0,1,1,1,0,0,0,0,1,5,14,1.93,7,0,5,0,1,1,0.14,0,0,0,1,0,0,7,4,3,2,2,1,33.3,2,3,2,9,5,0,196,6,22,14,43.8,18,56.3,121,7,32,16,142,34,19.1,66,0,11,11,4,1.95,6,4,2,0.28,-0.41,9.0,5.3,3.6,0.5,-0.18,0,13,0,0,0,18,10,62.5
1311,Michael Keane,ENG,CB,Everton,Premier League,30,1993,9,4,439,4.9,1,0,1,1,0,0,2,0,0.7,0.7,0.0,0.7,4,14,3,0.21,0.0,0.21,0.21,0.21,0.14,0.0,0.14,0.14,0.14,6,4,66.7,1.23,0.82,0.17,0.25,10.8,0,0.12,0.3,0.3,171,221,77.4,3519,1261,47,60,78.3,98,113,86.7,23,42,54.8,0.1,0.0,0,15,0,0,217,3,0,1,0,0,0,0,0,0,1,0,4,0.82,3,0,0,0,0,1,0.21,0,0,0,1,0,0,7,3,3,3,1,1,14.3,6,1,5,12,18,1,270,35,11,2,66.7,1,33.3,154,0,2,3,170,49,12.8,83,3,5,21,26,0.67,2,13,-11,-2.26,-2.26,5.6,10.2,-4.6,-0.95,-1.06,0,5,0,1,0,26,16,59.3
1312,Ibrahima Kebe,MLI,DM,Girona,La Liga,22,2000,2,0,9,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5,8,62.5,67,10,3,6,50.0,2,2,100.0,0,0,0.0,0.0,0.0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,1,10.0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,1,0,0,0.0,0,1,1,2,0,0,13,0,1,0,0.0,0,0.0,6,0,0,2,4,5,0.3,0,0,2,5,15,2.0,0,0,0,0.0,-1.03,0.1,0.3,-0.2,-1.57,-2.01,0,1,0,0,0,5,3,60.0
1313,Kévin Keben Biakolo,CMR,CB,Toulouse,Ligue 1,19,2004,8,7,521,5.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5,13,10,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,1,0,0.0,0.17,0.0,0.0,0.0,10.2,0,0.01,0.0,0.0,209,260,80.4,3723,1447,91,104,87.5,102,117,87.2,15,32,46.9,0.1,-0.1,3,13,0,0,222,38,0,0,3,35,0,0,0,0,0,7,4,0.69,4,0,0,0,0,0,0.0,0,0,0,0,0,0,4,2,4,0,0,3,50.0,3,7,8,12,17,0,318,28,3,3,42.9,4,57.1,205,0,11,1,183,65,17.0,69,2,1,37,16,1.63,9,8,1,0.17,0.35,6.6,8.1,-1.5,-0.25,-0.03,0,10,0,0,0,32,6,40.0
1314,Yassine Kechta,MAR,CM,Le Havre,Ligue 1,21,2002,32,21,1849,20.5,2,1,3,2,0,0,4,0,1.6,1.6,2.2,3.8,41,122,67,0.1,0.05,0.15,0.1,0.15,0.08,0.11,0.19,0.08,0.19,20,9,45.0,0.97,0.44,0.1,0.22,22.5,0,0.08,0.4,0.4,778,960,81.0,13063,3630,347,393,88.3,333,387,86.0,63,116,54.3,1.4,-1.2,27,87,11,0,931,27,4,5,19,7,4,2,0,0,2,20,47,2.29,39,2,0,4,0,2,0.1,1,0,0,1,0,0,46,24,24,19,3,31,42.5,42,17,23,69,16,1,1180,32,27,10,28.6,22,62.9,904,7,24,19,838,58,60.4,78,4,11,20,1,0.97,21,24,-3,-0.15,0.45,22.4,30.4,-8.0,-0.39,0.0,0,30,0,0,0,115,9,22.5
1315,Thilo Kehrer,GER,CB,West Ham,Premier League,26,1996,4,0,22,0.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,9,9,100.0,86,36,7,7,100.0,1,1,100.0,0,0,0.0,0.0,0.0,0,0,0,0,7,2,0,0,0,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,1,0,0,0.0,0,0,0,1,0,0,12,2,0,0,0.0,0,0.0,3,0,0,0,6,6,0.6,0,0,4,6,14,1.75,0,1,-1,-4.09,-3.75,0.5,0.5,0.1,0.29,0.79,0,2,0,0,0,0,1,33.3
1316,Thilo Kehrer,GER,CB,Monaco,Ligue 1,26,1996,15,15,1323,14.7,1,1,2,1,0,0,4,1,0.7,0.7,1.1,1.8,13,90,16,0.07,0.07,0.14,0.07,0.14,0.05,0.07,0.12,0.05,0.12,12,4,33.3,0.82,0.27,0.08,0.25,11.1,0,0.06,0.3,0.3,859,966,88.9,16369,6851,292,325,89.8,463,496,93.3,88,118,74.6,0.3,-0.1,5,88,2,0,900,66,1,2,4,19,0,0,0,0,0,11,19,1.29,13,1,0,0,0,4,0.27,3,0,0,1,0,0,32,22,22,7,3,22,56.4,17,12,30,62,55,0,1120,109,20,3,75.0,0,0.0,795,0,3,2,756,88,43.2,88,14,0,0,0,1.87,30,18,12,0.82,0.09,26.7,20.7,6.0,0.41,0.13,1,17,0,1,0,61,22,52.4
1317,Habib Keita,MLI,CM,Clermont Foot,Ligue 1,21,2002,27,12,1278,14.2,1,0,1,1,0,0,4,0,0.7,0.7,0.6,1.3,9,53,23,0.07,0.0,0.07,0.07,0.07,0.05,0.05,0.09,0.05,0.09,20,5,25.0,1.41,0.35,0.05,0.2,25.2,0,0.03,0.3,0.3,591,675,87.6,11080,2447,253,287,88.2,253,278,91.0,74,89,83.1,0.6,-0.6,10,45,7,0,663,11,1,8,4,1,0,0,0,0,1,6,28,1.97,24,0,1,1,0,1,0.07,1,0,0,0,0,0,34,19,14,15,5,17,60.7,11,17,29,63,30,0,878,53,7,14,58.3,10,41.7,629,3,23,15,579,47,41.8,82,4,15,20,7,0.85,12,18,-6,-0.42,0.99,15.3,25.4,-10.0,-0.71,0.18,0,23,0,0,0,83,7,38.9
1318,Naby Keïta,GUI,CM,Werder Bremen,Bundesliga,28,1995,5,1,109,1.2,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,1,13,4,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,2,0,0.0,1.65,0.0,0.0,0.0,22.5,0,0.05,-0.1,-0.1,52,67,77.6,844,293,22,27,81.5,23,28,82.1,4,8,50.0,0.0,0.0,0,8,2,0,67,0,1,0,0,0,0,0,0,0,0,1,2,1.64,2,0,0,0,0,1,0.82,1,0,0,0,0,0,1,1,1,0,0,0,0.0,1,2,2,3,1,0,81,1,1,4,66.7,2,33.3,55,0,3,1,57,22,3.6,58,0,4,13,7,0.6,3,3,0,0.0,0.18,1.8,2.3,-0.4,-0.35,-0.07,0,2,0,0,0,14,0,0.0
1319,Yannik Keitel,GER,DM,Freiburg,Bundesliga,23,2000,15,11,920,10.2,1,0,1,1,0,0,0,0,0.7,0.7,0.4,1.1,4,48,7,0.1,0.0,0.1,0.1,0.1,0.07,0.04,0.11,0.07,0.11,6,2,33.3,0.59,0.2,0.17,0.5,8.8,0,0.12,0.3,0.3,443,560,79.1,8934,3894,145,170,85.3,239,260,91.9,57,115,49.6,0.2,-0.4,2,49,4,0,549,11,0,3,2,0,0,0,0,0,0,4,11,1.08,10,0,0,0,0,2,0.2,1,0,0,1,0,0,20,15,14,5,1,10,66.7,5,9,12,32,44,3,677,92,10,3,50.0,3,50.0,384,1,7,3,435,61,30.1,80,7,4,9,10,1.53,13,13,0,0.0,0.55,14.6,12.9,1.7,0.16,0.28,0,12,0,0,0,52,23,57.5
1320,Caoimhín Kelleher,IRL,GK,Liverpool,Premier League,24,1998,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,359,442,81.2,8077,5323,101,101,100.0,196,198,99.0,62,140,44.3,0.0,0.0,1,9,0,0,401,38,0,0,0,0,0,0,0,0,3,0,2,0.2,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,1,457,269,0,0,0.0,0,0.0,367,0,0,0,330,90,26.3,90,10,0,0,27,2.6,26,11,15,1.5,0.43,25.7,10.3,15.4,1.54,0.58,0,0,0,0,0,13,4,100.0
